similarity,proportion,called,total
0.5:0.525,0.07118871725990597
0.525:0.55,0.09714795008912656
0.55:0.575,0.12973686884080057
0.575:0.6,0.18560267857142856
0.6:0.625,0.2611665073077448
0.625:0.65,0.3336993822923816
0.65:0.675,0.4177570093457944
0.675:0.7,0.5338422391857507
0.7:0.725,0.6540795684423466
0.725:0.75,0.7441393168117884
0.75:0.775,0.8012409071459136
0.775:0.8,0.9097701149425287
0.8:0.825,0.9631552917903067
0.825:0.85,0.988399071925754
0.85:0.875,0.9970263381478335
0.875:0.9,1.0
0.9:0.925,1.0
0.925:0.95,1.0
0.95:0.975,1.0
0.975:1.0,1.0
done.
