similarity,proportion,called,total
0.5:0.525,0.013683680322364002
0.525:0.55,0.021984551396316103
0.55:0.575,0.042060347455044195
0.575:0.6,0.06808035714285714
0.6:0.625,0.10872831580385194
0.625:0.65,0.15950583390528483
0.65:0.675,0.2012461059190031
0.675:0.7,0.28142493638676847
0.7:0.725,0.3596313778377163
0.725:0.75,0.44764456351864257
0.75:0.775,0.5462130937098845
0.775:0.8,0.7097701149425287
0.8:0.825,0.8397626112759644
0.825:0.85,0.922660479505027
0.85:0.875,0.9426508071367884
0.875:0.9,0.9821073558648111
0.9:0.925,1.0
0.925:0.95,0.9986531986531987
0.95:0.975,1.0
0.975:1.0,1.0
done.
