similarity,proportion,called,total
0.5:0.525,0.6065312290127602
0.525:0.55,0.7071697365815013
0.55:0.575,0.7709031799248197
0.575:0.6,0.8297991071428571
0.6:0.625,0.8875836634339571
0.625:0.65,0.9357584076870281
0.65:0.675,0.9638629283489096
0.675:0.7,0.9811704834605598
0.7:0.725,0.9910092155540571
0.725:0.75,0.9968743022996205
0.75:0.775,0.9993581514762516
0.775:0.8,0.9997126436781609
0.8:0.825,1.0
0.825:0.85,1.0
0.85:0.875,1.0
0.875:0.9,1.0
0.9:0.925,1.0
0.925:0.95,1.0
0.95:0.975,1.0
0.975:1.0,1.0
done.
