similarity,proportion,called,total
0.5:0.525,8.3948959032908e-05
0.525:0.55,0.0
0.55:0.575,0.0
0.575:0.6,0.0
0.6:0.625,0.0002731867231252561
0.625:0.65,0.000549073438572409
0.65:0.675,0.0006230529595015577
0.675:0.7,0.0011874469889737065
0.7:0.725,0.006967857945605754
0.725:0.75,0.012056262558606833
0.75:0.775,0.023320496362858364
0.775:0.8,0.05919540229885058
0.8:0.825,0.10187932739861523
0.825:0.85,0.18870843000773396
0.85:0.875,0.2655055225148683
0.875:0.9,0.3946322067594433
0.9:0.925,0.6135957066189625
0.925:0.95,0.8612794612794613
0.95:0.975,0.9712837837837838
0.975:1.0,1.0
done.
