similarity,proportion,called,total
0.5:0.525,0.002434519811954332
0.525:0.55,0.004357298474945534
0.55:0.575,0.008737173625927054
0.575:0.6,0.015959821428571427
0.6:0.625,0.03209943996721759
0.625:0.65,0.04378860672614962
0.65:0.675,0.05841121495327103
0.675:0.7,0.09652247667514843
0.7:0.725,0.1573387278040009
0.725:0.75,0.22817593212770707
0.75:0.775,0.28840393667094566
0.775:0.8,0.41408045977011493
0.8:0.825,0.5571216617210683
0.825:0.85,0.7111368909512761
0.85:0.875,0.856839422259983
0.875:0.9,0.9493041749502982
0.9:0.925,0.9892665474060823
0.925:0.95,0.9973063973063973
0.95:0.975,1.0
0.975:1.0,1.0
done.
