similarity,proportion,called,total
0.5:0.525,0.00041974479516453995
0.525:0.55,0.0006932065755595167
0.55:0.575,0.0013207355481052526
0.575:0.6,0.003125
0.6:0.625,0.004507580931566726
0.625:0.65,0.01084420041180508
0.65:0.675,0.012928348909657321
0.675:0.7,0.022561492790500424
0.7:0.725,0.04248145650708024
0.725:0.75,0.08640321500334897
0.75:0.775,0.11403508771929824
0.775:0.8,0.2132183908045977
0.8:0.825,0.3662215628090999
0.825:0.85,0.5305491105955144
0.85:0.875,0.6163976210705183
0.875:0.9,0.7037773359840954
0.9:0.925,0.8470483005366727
0.925:0.95,0.9723905723905724
0.95:0.975,1.0
0.975:1.0,1.0
done.
