similarity,proportion,called,total
0.5:0.525,0.33008730691739424
0.525:0.55,0.40166369578134287
0.55:0.575,0.4921263842324495
0.575:0.6,0.5816964285714286
0.6:0.625,0.6631607703865592
0.625:0.65,0.7762525737817433
0.65:0.675,0.8406542056074766
0.675:0.7,0.8966921119592876
0.7:0.725,0.9476286806023826
0.725:0.75,0.9645010046885466
0.75:0.775,0.9779632006846384
0.775:0.8,0.9925287356321839
0.8:0.825,0.9995054401582592
0.825:0.85,1.0
0.85:0.875,1.0
0.875:0.9,1.0
0.9:0.925,1.0
0.925:0.95,1.0
0.95:0.975,1.0
0.975:1.0,1.0
done.
